streams,blocks,time(ms),damping_factor,threshold,epochs,K,steps,percent_IC_CU,percent_LT_CU,time_cu_lt,time_cu_ic,l,eps,percent_LT_RIMR,percent_IC_RIMR,percent_LT_over,percent_IC_over,speedup_LT,speedup_IC,rimr_dist,ic_dist,lt_dist,percent_LT_RAND,percent_IC_RAND,LT_threshold,IC_threshold,dir
10,436,73.8242,0.3,0.5,25,50,200,0.6192293017932087,0.7932086989698588,24878.465457,2750.942663,1.0,0.5,0.7785196489889356,0.5902327355971003,0.04,0.0,336.99607252093483,37.26342666767808,4.9936,7.096551724137931,4.9536,0.78634109118657,0.0074399084318962,0.1,0.5,csr
10,436,141.087,0.3,0.5,50,100,200,0.6583365127813812,0.7882487600152613,39807.706274,6015.95426,1.0,0.5,0.7821442197634491,0.5938573063716139,0.01,0.0,282.1500653781,42.64003246223962,5.830854228644284,7.717105263157895,5.025379609544468,0.7996947729874094,0.0139259824494467,0.1,0.5,csr
10,436,205.933,0.3,0.5,75,150,200,0.673788630293781,0.8029378099961847,61745.84144,9672.204246,1.0,0.5,0.8082792827165204,0.605494086226631,0.0266666666666666,0.0466666666666666,299.8346133936766,46.96772370625398,6.223011935094542,8.223290598290598,5.277017648225263,0.8059900801220908,0.0236550934757726,0.1,0.5,csr
10,436,274.893,0.3,0.5,100,200,200,0.690957649752003,0.8092331171308661,57927.407953,13536.928046,1.0,0.5,0.7897748950782144,0.6259061426936284,0.02,0.01,210.727111832604,49.24435342478711,6.196854847833466,8.194568121104185,5.345738225946258,0.8195345288057994,0.0305227012590614,0.1,0.5,csr
10,436,336.815,0.3,0.5,125,250,200,0.6982067913010301,0.8107592521938192,76927.903863,16158.435288,1.0,0.5,0.8084700495993895,0.6245707745135445,0.044,0.016,228.39809350236777,47.97421518637828,6.265353697749196,8.053529868114818,5.450870579788189,0.8279282716520412,0.0415871804654711,0.1,0.5,csr
10,436,407.188,0.3,0.5,150,300,200,0.7149942769935139,0.8153376573826784,92967.777058,21536.119456,1.0,0.5,0.8002670736360168,0.6384967569629912,0.0566666666666666,0.0466666666666666,228.31659346051453,52.889867717123295,6.314602220910896,8.06766917293233,5.655710306406685,0.8323159099580313,0.0446394505913773,0.1,0.5,csr
10,436,468.832,0.3,0.5,175,350,200,0.7453262113697062,0.8328882106066386,109899.047431,25112.336143,1.0,0.5,0.8021747424647081,0.6331552842426554,0.0628571428571428,0.0342857142857142,234.4102950118593,53.563613710241626,6.361000631899788,7.708526919923476,5.823661661152117,0.8374666157954979,0.0524608927890118,0.1,0.5,csr
10,4,80.638,0.3,0.5,25,50,200,0.6161770316673025,0.790537962609691,24754.326179,2558.138926,1.0,0.5,0.7813811522319726,0.5904235024799694,0.02,0.02,306.9809045239217,31.72373975048984,5.281006071118821,6.401709401709402,4.939217318900916,0.7874856924837849,0.0082029759633727,0.1,0.5,csr
10,1,103.78,0.3,0.5,25,50,200,0.6322014498283098,0.7819534528805799,25369.287392,2479.291276,1.0,0.5,0.7821442197634491,0.5927127050743991,0.0,0.0,244.4525668915012,23.889875467334747,5.227233304423244,5.582417582417582,4.604,0.7882487600152613,0.0076306753147653,0.1,0.5,csr
10,2,87.7667,0.3,0.5,25,50,200,0.6129339946585273,0.787676459366654,24685.431664,2427.602175,1.0,0.5,0.7815719191148417,0.5917588706600534,0.02,0.02,281.2619326464365,27.6597180365674,5.036636136552873,7.606896551724138,4.86511240632806,0.7871041587180465,0.007249141549027,0.1,0.5,csr
10,6,77.234,0.3,0.5,25,50,200,0.6144601297214803,0.7832888210606639,24361.274198,2003.352921,1.0,0.5,0.7804273178176269,0.5959557420831744,0.0,0.02,315.421630344149,25.93874357148406,4.880932556203164,6.7379310344827585,4.6176,0.7886302937809996,0.0078214421976344,0.1,0.5,csr
