streams,time(ms),damping_factor,threshold,epochs,K,steps,percent_IC_CU,percent_LT_CU,time_cu_lt,time_cu_ic,l,eps,percent_LT_RIMR,percent_IC_RIMR,percent_LT_over,percent_IC_over,percent_LT_RAND,percent_IC_RAND,LT_threshold,IC_threshold,dir,speedup_LT,speedup_IC,rimr_dist,ic_dist,lt_dist
12,2012.56,0.3,0.4,30,200,100,0.6558565433040824,0.8473864937046929,5722.795726,5722.795726,1.0,0.5,0.7901564288439527,0.5824112933994658,0.0,0.0,0.7972148035101106,0.0158336512781381,0.1,0.5,csr,2.84354042910522,2.84354042910522,3.88885,8.221445221445222,8.221445221445222
12,1977.61,0.3,0.4,30,100,100,0.6434566959175887,0.8477680274704311,5422.97558,5422.97558,1.0,0.5,0.7855780236550934,0.5915681037771843,0.0,0.0,0.794925600915681,0.0154521175123998,0.1,0.5,csr,2.742186568635879,2.742186568635879,3.1282,8.203947368421053,8.203947368421053
