streams,blocks,time(ms),damping_factor,threshold,epochs,K,steps,percent_IC_CU,percent_LT_CU,time_cu_lt,time_cu_ic,l,eps,percent_LT_RIMR,percent_IC_RIMR,percent_LT_over,percent_IC_over,speedup_LT,speedup_IC,rimr_dist,ic_dist,lt_dist,percent_LT_RAND,percent_IC_RAND,LT_threshold,IC_threshold,dir
10,17,7025.65,0.3,0.5,1100,50,200,0.3019636718794709,0.9923353083235728,39909.071698,19315.105261,1.0,0.5,0.9923162324358764,0.2915940193276894,0.0,0.0,5.680481051290628,2.749226799086206,19.42039911308204,22.797225622195025,17.843173431734318,0.9923429386786514,0.2901595125729175,0.1,0.5,csr
10,18,6801.28,0.3,0.5,1100,50,200,0.2935359446951864,0.9923581993888084,39347.524236,18412.744797,1.0,0.5,0.9921063976712156,0.2871417071393417,0.0,0.0,5.785311623106239,2.7072469883610144,19.20444242973708,23.824,17.3342175066313,0.9924650243599086,0.2986139459999771,0.1,0.5,csr
10,19,6656.61,0.3,0.5,1100,50,200,0.298625391532595,0.9923124172583372,40153.185991,18117.304203,1.0,0.5,0.992178886044462,0.2890836325068387,0.0,0.0,6.032077287237798,2.721701316886524,18.764555886102848,23.6884,17.282618510158013,0.9923047869032584,0.2943485775110545,0.1,0.5,csr
10,20,6512.62,0.3,0.5,1100,50,200,0.3079344247284547,0.992270450305405,39863.494031,19564.170579,1.0,0.5,0.9924192422294372,0.2960043645631049,0.0,0.0,6.120961154036317,3.004039937690208,18.621233194251275,22.5244,17.53857280617165,0.9923276779684944,0.2874469213424847,0.1,0.5,csr
10,21,6410.58,0.3,0.5,1100,50,200,0.3020895727382673,0.9923124172583372,39293.700134,20935.228243,1.0,0.5,0.9923696449214264,0.2876529409296061,0.0,0.0,6.129507803350087,3.2657307518196483,18.11848958333333,22.300285597715217,18.012136974425662,0.9924421332946728,0.2956342923417941,0.1,0.5,csr
10,22,6260.14,0.3,0.5,1100,50,200,0.3153778361076033,0.992285711015562,39599.187986,20894.382069,1.0,0.5,0.9923009717257192,0.2971832544227445,0.0,0.0,6.325607412294293,3.3376860691613923,19.13237847222222,23.30191758465932,17.527164685908318,0.9923009717257192,0.2938297133657114,0.1,0.5,csr
10,23,6155.25,0.3,0.5,1100,50,200,0.2942074159421008,0.9923162324358764,39756.550161,20420.723306,1.0,0.5,0.992468839537448,0.278950520962493,0.0,0.0,6.458965949555258,3.3176107072824013,18.62456597222222,23.5264,17.64400173235167,0.9923162324358764,0.2918992335308323,0.1,0.5,csr
10,25,5987.53,0.3,0.5,1100,50,200,0.3048212398563967,0.9922933413706408,39480.228299,19636.846381,1.0,0.5,0.992339123501112,0.2882404782706563,0.0,0.0,6.593742043714187,3.27962388180101,19.27387152777778,23.26397388820889,17.78337754199823,0.9922666351278656,0.2923837610783217,0.1,0.5,csr
10,26,5900.14,0.3,0.5,1100,50,200,0.3020285298976388,0.9923047869032584,39071.945894,19493.819396,1.0,0.5,0.9922780806604836,0.2955083914829977,0.0,0.0,6.622206573742317,3.303958786740653,19.82872928176796,22.154,17.143236074270558,0.9923200476134156,0.2944592176596938,0.1,0.5,csr
10,27,5795.88,0.3,0.5,1100,50,200,0.3079420550835333,0.992430687762055,38350.717529,19541.029934,1.0,0.5,0.9922933413706408,0.300834379327842,0.0,0.0,6.616892953097718,3.371538046681436,18.91007493755204,22.1112,17.607189259419663,0.9922666351278656,0.2856766789642556,0.1,0.5,csr
10,28,5735.65,0.3,0.5,1100,50,200,0.2961035591791264,0.9923353083235728,39208.812439,20297.087496,1.0,0.5,0.9924421332946728,0.2893774011773637,0.0,0.0,6.835984141117398,3.538759773696094,18.67317708333333,23.61811505507956,17.806675335934113,0.9924345029395945,0.2986864343732235,0.1,0.5,csr
10,29,5637.89,0.3,0.5,1100,50,200,0.3014905898645993,0.9923353083235728,40093.481416,21311.254782,1.0,0.5,0.9923696449214264,0.2924028369660182,0.0,0.0,7.111433783915614,3.780005424369755,18.843015521064306,22.6268,17.70752591257323,0.9923162324358764,0.2871607830270382,0.1,0.5,csr
10,30,5576.38,0.3,0.5,1100,50,200,0.3026008065285318,0.992285711015562,40530.857107,19774.663735,1.0,0.5,0.992362014566348,0.2952298835226297,0.0,0.0,7.26830974700433,3.54614709453086,18.42173189009159,22.9968,18.84778597785978,0.99267104394703,0.2943943596415259,0.1,0.5,csr
10,31,5552.65,0.3,0.5,1100,50,200,0.3103074651578911,0.9923581993888084,39057.017994,18647.546178,1.0,0.5,0.992468839537448,0.2793511146041181,0.0,0.0,7.0339419905810745,3.3583147106336617,19.865703357416063,23.05,17.5548532731377,0.9923696449214264,0.2984193719454734,0.1,0.5,csr
10,32,5454.69,0.3,0.5,1100,50,200,0.307884827420444,0.9922590047727872,40407.613871,19475.104814,1.0,0.5,0.9924612091823694,0.295966212787712,0.0,0.0,7.407866234561451,3.570341268523051,18.91145833333333,23.314,17.2580787959274,0.9922933413706408,0.2876987230600776,0.1,0.5,csr
10,33,5453.2,0.3,0.5,1100,50,200,0.3025359485103639,0.9924345029395945,38623.027523,18169.672219,1.0,0.5,0.9922933413706408,0.2862642163053057,0.0,0.0,7.082635429289224,3.331928449167461,18.36371527777778,22.4948,17.23040277176267,0.9928122055159836,0.30619470377054,0.1,0.5,csr
10,34,5376.39,0.3,0.5,1100,50,200,0.3018415861982137,0.9923124172583372,39943.973962,21325.408015,1.0,0.5,0.9923200476134156,0.2916932139437109,0.0,0.0,7.429515708867845,3.966492016948175,19.74854288093256,22.41615667074664,17.747675962815403,0.9923047869032584,0.2965804563715372,0.1,0.5,csr
10,35,5312.57,0.3,0.5,1100,50,200,0.29865209777537,0.9923047869032584,39215.709668,18164.668504,1.0,0.5,0.9923276779684944,0.3005825776102491,0.0,0.0,7.381683378854303,3.419186665587465,18.552486187845304,22.0844,17.520138588133392,0.9923696449214264,0.2932765126225148,0.1,0.5,csr
10,36,5256.97,0.3,0.5,1100,50,200,0.3034096241668606,0.9922933413706408,39458.232649,19289.398279,1.0,0.5,0.992430687762055,0.2991099190800844,0.0,0.02,7.505888876862526,3.669299668630409,19.48263888888889,21.9888,18.00495718792249,0.9923200476134156,0.2967063572303337,0.1,0.5,csr
10,37,5260.56,0.3,0.5,1100,50,200,0.309906871516266,0.9923009717257192,38578.268094,20296.635665,1.0,0.5,0.992362014566348,0.29373051874969,0.0,0.0,7.333490748893653,3.858265216060648,18.8596,23.427580579355364,17.328028293545536,0.9922246681749336,0.2990374307068379,0.1,0.5,csr
10,38,5167.9,0.3,0.5,1100,50,200,0.3123104333660167,0.992377275276505,38967.57132,20598.452349,1.0,0.5,0.9923810904540444,0.2965270438859872,0.0,0.0,7.540310632945685,3.985845768880977,19.5988,22.03467972256222,18.582670203359857,0.9923009717257192,0.2871493374944203,0.1,0.5,csr
10,39,5151.94,0.3,0.5,1100,50,200,0.30389415171435,0.9923849056315835,39016.887011,20708.581142,1.0,0.5,0.9923429386786514,0.2934672714994792,0.0,0.0,7.573241732434773,4.019569548946611,20.22873263888889,22.3528,19.34906886097878,0.992415427051898,0.2915902041501501,0.1,0.5,csr
10,40,5155.52,0.3,0.5,1100,50,200,0.3092086940265765,0.99224374406263,36652.53658,19305.142294,1.0,0.5,0.99229715654818,0.2889157646951101,0.0,0.0,7.109377246136179,3.7445577350102415,18.808869179600887,23.2468,17.666974169741696,0.9922551895952478,0.2994036877506095,0.1,0.5,csr
